,DAILY_YIELD,DC_POWER,AC_POWER,PLANT_ID
97,0.0,0.0,0.0,4135001
98,0.0,0.0,0.0,4135001
99,0.0,0.0,0.0,4135001
100,0.0,0.0,0.0,4135001
101,0.0,0.0,0.0,4135001
102,0.0,0.0,0.0,4135001
103,0.0,0.0,0.0,4135001
104,0.0,0.0,0.0,4135001
105,0.0,0.0,0.0,4135001
106,0.0,0.0,0.0,4135001
107,0.0,0.0,0.0,4135001
108,0.0,0.0,0.0,4135001
109,0.0,49.28571429,4.757142857,4135001
110,3.875,309.0,29.8625,4135001
111,15.14285714,651.7142857,63.12857143,4135001
112,36.125,1054.375,102.475,4135001
113,66.28571429,1458.571429,142.2857143,4135001
114,106.375,1852.625,181.6,4135001
115,157.4285714,2322.142857,227.7,4135001
116,223.625,3222.0,316.5,4135001
117,315.2857143,3960.0,389.1142857,4135001
118,420.0,4544.5,446.125,4135001
119,542.1428571,5652.0,553.9,4135001
120,689.25,6135.75,601.1875,4135001
121,838.1428571,5922.0,580.2714286,4135001
122,962.0,5344.571429,524.0571429,4135001
123,1099.0,5574.875,546.3875,4135001
124,1247.142857,6790.285714,665.0571429,4135001
125,1437.25,8004.75,783.4875,4135001
126,1618.857143,7432.0,727.6142857,4135001
127,1826.125,9595.875,938.45,4135001
128,2066.285714,8451.0,826.7571429,4135001
129,2264.5,8442.25,826.1375,4135001
130,2457.428571,7019.714286,687.3714286,4135001
131,2639.0,7335.25,718.15,4135001
132,2832.142857,9031.857143,883.5285714,4135001
133,3048.5,8473.875,829.2125,4135001
134,3237.571429,6788.571429,664.8714286,4135001
135,3450.125,10307.0,1007.65,4135001
136,3711.857143,11209.0,1095.285714,4135001
137,3956.625,9043.625,884.5875,4135001
138,4195.0,10393.42857,1016.014286,4135001
139,4425.142857,9071.142857,887.3428571,4135001
140,4612.5,6833.625,669.1625,4135001
141,4787.285714,6122.571429,599.8142857,4135001
142,4947.5,7788.625,762.4125,4135001
143,5136.0,6779.285714,663.9714286,4135001
144,5305.625,6980.125,683.6,4135001
145,5473.857143,6886.571429,674.4571429,4135001
146,5629.125,5465.375,535.75,4135001
147,5757.571429,4726.571429,463.8285714,4135001
148,5858.75,3639.625,357.725,4135001
149,5942.285714,3143.285714,308.8571429,4135001
150,6012.5,2653.125,260.1875,4135001
151,6075.0,2414.571429,236.7571429,4135001
152,6129.75,2080.25,203.9375,4135001
153,6179.0,1837.0,180.0571429,4135001
154,6217.0,1515.714286,148.0285714,4135001
155,6250.25,1112.75,108.175,4135001
156,6272.571429,714.0,69.2,4135001
157,6285.5,373.625,36.1,4135001
158,6291.428571,120.1428571,11.6,4135001
159,6292.0,0.0,0.0,4135001
160,6292.0,0.0,0.0,4135001
161,6292.0,0.0,0.0,4135001
162,6292.0,0.0,0.0,4135001
163,6292.0,0.0,0.0,4135001
164,6292.0,0.0,0.0,4135001
165,6292.0,0.0,0.0,4135001
166,6292.0,0.0,0.0,4135001
167,6292.0,0.0,0.0,4135001
168,6292.0,0.0,0.0,4135001
169,6292.0,0.0,0.0,4135001
170,6292.0,0.0,0.0,4135001
171,6292.0,0.0,0.0,4135001
172,6292.0,0.0,0.0,4135001
173,6292.0,0.0,0.0,4135001
174,6292.0,0.0,0.0,4135001
175,6292.0,0.0,0.0,4135001
176,6292.0,0.0,0.0,4135001
177,6292.0,0.0,0.0,4135001
178,6292.0,0.0,0.0,4135001
179,6292.0,0.0,0.0,4135001
180,6292.0,0.0,0.0,4135001
181,0.0,0.0,0.0,4135001
182,0.0,0.0,0.0,4135001
183,0.0,0.0,0.0,4135001
184,0.0,0.0,0.0,4135001
185,0.0,0.0,0.0,4135001
186,0.0,0.0,0.0,4135001
187,0.0,0.0,0.0,4135001
188,0.0,0.0,0.0,4135001
189,0.0,0.0,0.0,4135001
190,0.0,0.0,0.0,4135001
191,0.0,0.0,0.0,4135001
192,0.0,0.0,0.0,4135001
193,0.0,0.0,0.0,4135001
194,0.0,0.0,0.0,4135001
195,0.0,0.0,0.0,4135001
196,0.0,0.0,0.0,4135001
197,0.0,0.0,0.0,4135001
198,0.0,0.0,0.0,4135001
199,0.0,0.0,0.0,4135001
200,0.0,0.0,0.0,4135001
201,0.0,0.0,0.0,4135001
202,0.0,0.0,0.0,4135001
203,0.0,0.0,0.0,4135001
204,0.0,0.0,0.0,4135001
205,0.0,0.0,0.0,4135001
206,1.25,107.75,10.4,4135001
207,7.142857143,404.0,39.08571429,4135001
208,21.125,806.5,78.2625,4135001
209,46.28571429,1285.714286,125.0714286,4135001
210,90.25,2299.5,225.45,4135001
211,148.7142857,2690.571429,264.1714286,4135001
212,234.0,4089.25,401.4875,4135001
213,349.4285714,4942.285714,484.5571429,4135001
214,469.375,4916.5,482.1,4135001
215,588.5714286,5129.714286,502.9428571,4135001
216,738.875,7185.5,703.6125,4135001
217,919.1428571,6370.571429,624.1142857,4135001
218,1060.875,6686.5,654.9125,4135001
219,1252.714286,7851.285714,768.5,4135001
220,1448.571429,9423.0,921.6428571,4135001
221,1679.375,9109.875,891.125,4135001
222,1888.714286,9028.142857,883.1857143,4135001
223,2128.25,10591.75,1034.7125,4135001
224,2397.714286,11416.42857,1114.814286,4135001
225,2663.5,10873.0,1061.1125,4135001
226,2945.142857,10160.14286,991.8285714,4135001
227,3217.5,11116.75,1085.0125,4135001
228,3483.0,9632.571429,940.7142857,4135001
229,3653.375,5715.125,560.1125,4135001
230,3836.857143,10496.14286,1025.042857,4135001
231,4067.0,6903.5,675.25,4135001
232,4279.142857,10640.14286,1038.528571,4135001
233,4515.0,7081.5,692.2125,4135001
234,4636.714286,7458.714286,729.1571429,4135001
235,4895.375,9721.0,949.325,4135001
236,5088.428571,8383.0,819.4285714,4135001
237,5324.125,8658.0,845.6625,4135001
238,5459.714286,4452.428571,437.0571429,4135001
239,5545.857143,3039.857143,298.3571429,4135001
240,5698.375,9126.625,892.575,4135001
241,5937.285714,8998.857143,880.3428571,4135001
242,6119.125,7191.375,704.175,4135001
243,6303.0,7316.571429,716.2142857,4135001
244,6429.75,4029.875,395.8,4135001
245,6562.428571,5536.0,542.3142857,4135001
246,6669.857143,4098.857143,402.3285714,4135001
247,6764.142857,3730.0,365.9857143,4135001
248,6857.75,3425.125,336.4875,4135001
249,6923.142857,1892.142857,185.4857143,4135001
250,6965.25,1564.875,153.125,4135001
251,7000.714286,1279.571429,124.4857143,4135001
252,7026.75,797.25,77.3125,4135001
253,7039.0,277.8571429,26.84285714,4135001
254,7043.75,108.125,10.425,4135001
255,7045.0,0.0,0.0,4135001
256,7045.0,0.0,0.0,4135001
257,7045.0,0.0,0.0,4135001
258,7045.0,0.0,0.0,4135001
259,7045.0,0.0,0.0,4135001
260,7045.0,0.0,0.0,4135001
261,7045.0,0.0,0.0,4135001
262,7045.0,0.0,0.0,4135001
263,7045.0,0.0,0.0,4135001
264,7045.0,0.0,0.0,4135001
265,7045.0,0.0,0.0,4135001
266,7045.0,0.0,0.0,4135001
267,7045.0,0.0,0.0,4135001
268,7045.0,0.0,0.0,4135001
269,7045.0,0.0,0.0,4135001
270,7045.0,0.0,0.0,4135001
271,7045.0,0.0,0.0,4135001
272,7045.0,0.0,0.0,4135001
273,7045.0,0.0,0.0,4135001
274,7045.0,0.0,0.0,4135001
275,7045.0,0.0,0.0,4135001
276,7045.0,0.0,0.0,4135001
277,0.0,0.0,0.0,4135001
278,0.0,0.0,0.0,4135001
279,0.0,0.0,0.0,4135001
280,0.0,0.0,0.0,4135001
281,0.0,0.0,0.0,4135001
282,0.0,0.0,0.0,4135001
283,0.0,0.0,0.0,4135001
284,0.0,0.0,0.0,4135001
285,0.0,0.0,0.0,4135001
286,0.0,0.0,0.0,4135001
287,0.0,0.0,0.0,4135001
288,0.0,0.0,0.0,4135001
289,0.0,0.0,0.0,4135001
290,0.0,0.0,0.0,4135001
291,0.0,0.0,0.0,4135001
292,0.0,0.0,0.0,4135001
293,0.0,0.0,0.0,4135001
294,0.0,0.0,0.0,4135001
295,0.0,0.0,0.0,4135001
296,0.0,0.0,0.0,4135001
297,0.0,0.0,0.0,4135001
298,0.0,0.0,0.0,4135001
299,0.0,0.0,0.0,4135001
300,0.0,0.0,0.0,4135001
301,0.125,72.625,7.025,4135001
302,5.0,364.1428571,35.18571429,4135001
303,17.75,712.375,69.0375,4135001
304,40.0,1076.857143,104.6714286,4135001
305,71.75,1603.0,156.775,4135001
306,121.7142857,2525.285714,247.6571429,4135001
307,194.75,3099.25,304.3625,4135001
308,253.4285714,1606.571429,157.0571429,4135001
309,284.1428571,1185.142857,115.2285714,4135001
310,313.5,1301.75,126.6375,4135001
311,351.2857143,1721.857143,168.6857143,4135001
312,394.75,1818.75,178.25,4135001
313,439.5714286,1697.285714,166.3428571,4135001
314,479.375,1647.0,161.4,4135001
315,517.7142857,1424.571429,138.8,4135001
316,551.625,1474.25,143.875,4135001
317,590.2857143,1665.857143,163.2714286,4135001
318,635.0,2065.75,202.5125,4135001
319,695.4285714,2999.0,294.5857143,4135001
320,795.25,5274.875,517.2,4135001
321,936.1428571,5922.714286,580.3857143,4135001
322,1092.625,6454.75,632.325,4135001
323,1232.428571,4789.857143,469.8285714,4135001
324,1359.125,5844.0,572.65,4135001
325,1522.714286,7632.857143,747.2571429,4135001
326,1722.75,8024.625,785.4375,4135001
327,1913.857143,7755.428571,759.2142857,4135001
328,2084.714286,7566.285714,740.6428571,4135001
329,2270.375,7234.0,708.325,4135001
330,2450.0,8938.714286,874.0285714,4135001
331,2709.125,10711.75,1045.7625,4135001
332,2996.0,12238.85714,1193.628571,4135001
333,3275.25,9339.25,912.65,4135001
334,3425.857143,4601.142857,451.5571429,4135001
335,3564.375,6379.625,624.9625,4135001
336,3706.142857,5844.285714,572.6571429,4135001
337,3875.25,7249.75,709.9,4135001
338,4047.571429,7443.142857,728.7428571,4135001
339,4229.75,7063.625,691.7125,4135001
340,4397.857143,6533.142857,639.9714286,4135001
341,4548.0,5530.25,542.0375,4135001
342,4665.285714,3755.714286,369.1285714,4135001
343,4753.25,3458.75,340.025,4135001
344,4828.285714,2627.285714,257.6571429,4135001
345,4882.428571,2073.0,203.2428571,4135001
346,4927.0,1556.125,152.0375,4135001
347,4959.285714,1076.714286,104.6714286,4135001
348,4980.625,690.75,66.95,4135001
349,4994.142857,357.7142857,34.55714286,4135001
350,4998.0,0.0,0.0,4135001
351,4998.0,0.0,0.0,4135001
352,4998.0,0.0,0.0,4135001
353,4998.0,0.0,0.0,4135001
354,4998.0,0.0,0.0,4135001
355,4998.0,0.0,0.0,4135001
356,4998.0,0.0,0.0,4135001
357,4998.0,0.0,0.0,4135001
358,4998.0,0.0,0.0,4135001
359,4998.0,0.0,0.0,4135001
360,4998.0,0.0,0.0,4135001
361,4998.0,0.0,0.0,4135001
362,4998.0,0.0,0.0,4135001
363,4998.0,0.0,0.0,4135001
364,4998.0,0.0,0.0,4135001
365,4998.0,0.0,0.0,4135001
366,4998.0,0.0,0.0,4135001
367,4998.0,0.0,0.0,4135001
368,4998.0,0.0,0.0,4135001
369,4998.0,0.0,0.0,4135001
370,4998.0,0.0,0.0,4135001
371,4998.0,0.0,0.0,4135001
372,4998.0,0.0,0.0,4135001
373,624.75,0.0,0.0,4135001
374,0.0,0.0,0.0,4135001
375,0.0,0.0,0.0,4135001
376,0.0,0.0,0.0,4135001
377,0.0,0.0,0.0,4135001
378,0.0,0.0,0.0,4135001
379,0.0,0.0,0.0,4135001
380,0.0,0.0,0.0,4135001
381,0.0,0.0,0.0,4135001
382,0.0,0.0,0.0,4135001
383,0.0,0.0,0.0,4135001
384,0.0,0.0,0.0,4135001
385,0.0,0.0,0.0,4135001
386,0.0,0.0,0.0,4135001
387,0.0,0.0,0.0,4135001
388,0.0,0.0,0.0,4135001
389,0.0,0.0,0.0,4135001
390,0.0,0.0,0.0,4135001
391,0.0,0.0,0.0,4135001
392,0.0,0.0,0.0,4135001
393,0.0,0.0,0.0,4135001
394,0.0,0.0,0.0,4135001
395,0.0,0.0,0.0,4135001
396,0.0,0.0,0.0,4135001
397,0.0,0.0,0.0,4135001
398,0.75,87.125,8.4125,4135001
399,4.0,180.1428571,17.4,4135001
400,10.85714286,659.5714286,64.02857143,4135001
401,48.125,2310.5,226.575,4135001
402,108.7142857,2413.714286,236.6714286,4135001
403,166.5,2371.125,232.4875,4135001
404,226.2857143,2927.0,287.3285714,4135001
405,286.0,1592.125,155.5875,4135001
406,328.0,2457.285714,241.0857143,4135001
407,415.125,4043.125,397.0375,4135001
408,503.5714286,3959.142857,388.4857143,4135001
409,615.125,4936.625,484.05,4135001
410,742.8571429,5198.0,509.6428571,4135001
411,918.5,7913.125,774.475,4135001
412,1088.0,6464.714286,633.2428571,4135001
413,1219.625,5271.375,516.8625,4135001
414,1364.142857,7250.142857,709.7714286,4135001
415,1543.5,6599.375,645.9,4135001
416,1699.142857,7119.857143,696.9857143,4135001
417,1891.142857,9467.285714,924.7571429,4135001
418,2118.5,7343.75,718.8875,4135001
419,2230.75,3586.75,352.55,4135001
420,3279.0,9414.0,920.7,4135001
421,3455.5,10854.5,1059.8,4135001
422,3668.428571,9931.857143,970.7571429,4135001
423,3891.875,7626.875,746.5625,4135001
424,4062.142857,7291.428571,713.9142857,4135001
425,4271.625,9371.375,916.6375,4135001
426,4488.428571,8221.285714,804.5857143,4135001
427,4698.25,8903.125,870.9125,4135001
428,4926.857143,9685.428571,947.1571429,4135001
429,5148.714286,9299.0,909.5714286,4135001
430,5354.75,6554.0,641.9125,4135001
431,5508.571429,5526.714286,541.7714286,4135001
432,5639.0,5993.125,587.3,4135001
433,5781.714286,5079.0,497.9571429,4135001
434,5912.25,6004.5,588.3625,4135001
435,6051.0,4827.714286,473.5857143,4135001
436,6168.0,4335.625,425.625,4135001
437,6264.857143,3421.428571,336.3714286,4135001
438,6339.0,2465.625,241.775,4135001
439,6389.142857,1697.714286,166.2857143,4135001
440,6423.25,1147.375,111.55,4135001
441,6444.714286,473.7142857,45.85714286,4135001
442,6449.0,0.0,0.0,4135001
443,6449.0,0.0,0.0,4135001
444,6449.0,0.0,0.0,4135001
445,6449.0,0.0,0.0,4135001
446,6449.0,0.0,0.0,4135001
447,6449.0,0.0,0.0,4135001
448,6449.0,0.0,0.0,4135001
449,6449.0,0.0,0.0,4135001
450,6449.0,0.0,0.0,4135001
451,6449.0,0.0,0.0,4135001
452,6449.0,0.0,0.0,4135001
453,6449.0,0.0,0.0,4135001
454,6449.0,0.0,0.0,4135001
455,6449.0,0.0,0.0,4135001
456,6449.0,0.0,0.0,4135001
457,6449.0,0.0,0.0,4135001
458,6449.0,0.0,0.0,4135001
459,6449.0,0.0,0.0,4135001
460,6449.0,0.0,0.0,4135001
461,6449.0,0.0,0.0,4135001
462,6449.0,0.0,0.0,4135001
463,6449.0,0.0,0.0,4135001
464,6449.0,0.0,0.0,4135001
465,6449.0,0.0,0.0,4135001
466,806.125,0.0,0.0,4135001
467,0.0,0.0,0.0,4135001
468,0.0,0.0,0.0,4135001
469,0.0,0.0,0.0,4135001
470,0.0,0.0,0.0,4135001
471,0.0,0.0,0.0,4135001
472,0.0,0.0,0.0,4135001
473,0.0,0.0,0.0,4135001
474,0.0,0.0,0.0,4135001
475,0.0,0.0,0.0,4135001
476,0.0,0.0,0.0,4135001
477,0.0,0.0,0.0,4135001
478,0.0,0.0,0.0,4135001
479,0.0,0.0,0.0,4135001
480,0.0,0.0,0.0,4135001
481,0.0,0.0,0.0,4135001
482,0.0,0.0,0.0,4135001
483,0.0,0.0,0.0,4135001
484,0.0,0.0,0.0,4135001
485,0.0,0.0,0.0,4135001
486,0.0,0.0,0.0,4135001
487,0.0,0.0,0.0,4135001
488,0.0,0.0,0.0,4135001
489,0.0,0.0,0.0,4135001
490,0.285714286,97.71428571,9.442857143,4135001
491,6.5,418.5,40.475,4135001
492,20.0,674.2857143,65.28571429,4135001
493,38.875,925.5,89.875,4135001
494,68.0,1564.714286,152.9571429,4135001
495,116.75,2411.75,236.5,4135001
496,185.5714286,3269.714286,321.2857143,4135001
497,269.0,4069.428571,399.7714286,4135001
498,378.0,4911.25,481.65,4135001
499,510.0,5551.714286,544.1285714,4135001
500,658.0,6359.875,623.0875,4135001
501,816.7142857,6598.285714,646.3285714,4135001
502,985.875,7395.875,724.15,4135001
503,1176.714286,7946.285714,777.8142857,4135001
504,1370.625,8187.5,801.3375,4135001
505,1580.0,8991.571429,879.6571429,4135001
506,1809.375,9586.875,937.5875,4135001
507,2054.0,10213.28571,998.5142857,4135001
508,2310.75,10288.375,1005.8375,4135001
509,2560.142857,10358.28571,1012.6,4135001
510,2818.75,10813.75,1056.8875,4135001
511,3088.428571,11327.14286,1106.585714,4135001
512,3349.428571,11746.57143,1146.271429,4135001
513,3639.25,11514.25,1123.575,4135001
514,3915.142857,11938.71429,1164.428571,4135001
515,4219.125,12094.5,1179.225,4135001
516,4515.285714,12003.85714,1170.528571,4135001
517,4805.25,11994.625,1169.4625,4135001
518,5092.285714,11542.28571,1126.242857,4135001
519,5333.166667,11330.83333,1106.733333,4135001
520,8180.0,1715.0,168.1,4135001
521,8204.285714,1430.142857,139.5,4135001
522,8231.0,764.875,74.175,4135001
523,8244.428571,326.4285714,31.55714286,4135001
524,8248.714286,48.85714286,4.7,4135001
525,8249.0,0.0,0.0,4135001
526,8249.0,0.0,0.0,4135001
527,8249.0,0.0,0.0,4135001
528,8249.0,0.0,0.0,4135001
529,8249.0,0.0,0.0,4135001
530,8249.0,0.0,0.0,4135001
531,8249.0,0.0,0.0,4135001
532,8249.0,0.0,0.0,4135001
533,8249.0,0.0,0.0,4135001
534,8249.0,0.0,0.0,4135001
535,8249.0,0.0,0.0,4135001
536,8249.0,0.0,0.0,4135001
537,8249.0,0.0,0.0,4135001
538,8249.0,0.0,0.0,4135001
539,8249.0,0.0,0.0,4135001
540,8249.0,0.0,0.0,4135001
541,8249.0,0.0,0.0,4135001
542,296.25,3946.25,387.775,4135001
543,241.3333333,3089.833333,303.1166667,4135001
544,460.875,5397.875,529.0875,4135001
545,603.5714286,6313.285714,618.4857143,4135001
546,756.0,7093.714286,694.6714286,4135001
547,935.625,7514.375,735.7,4135001
548,1125.714286,7762.285714,759.7714286,4135001
549,1335.75,9090.5,889.2625,4135001
550,1568.857143,9877.571429,965.8714286,4135001
551,1257.857143,6160.571429,602.6,4135001
552,1883.0,5702.714286,558.6571429,4135001
553,2085.0,8572.0,837.625,4135001
554,2303.285714,9868.142857,963.8,4135001
555,2505.857143,10367.0,1011.885714,4135001
556,2802.375,11500.0,1122.0,4135001
557,3074.857143,10900.14286,1063.628571,4135001
558,3351.625,11809.0,1152.05,4135001
559,3642.857143,9981.714286,974.4571429,4135001
560,3857.5,9762.625,953.55,4135001
561,4073.428571,6911.285714,676.8285714,4135001
562,4273.375,8430.25,824.4,4135001
563,4498.0,10542.71429,1029.1,4135001
564,4771.0,11813.875,1152.2375,4135001
565,5068.428571,11680.71429,1139.6,4135001
566,5329.625,9403.875,917.95,4135001
567,5539.428571,8413.428571,822.3285714,4135001
568,5731.5,7828.25,765.2375,4135001
569,5916.714286,8653.857143,846.5428571,4135001
570,6104.5,6699.125,655.9,4135001
571,6303.285714,10100.42857,987.5571429,4135001
572,6484.428571,5619.571429,550.8285714,4135001
573,6624.75,6464.5,633.275,4135001
574,6782.714286,5167.428571,506.7285714,4135001
575,6890.625,3843.875,377.75,4135001
576,6976.428571,3180.285714,312.4,4135001
577,7058.25,3912.125,384.2125,4135001
578,7144.285714,2246.285714,220.2428571,4135001
579,7181.125,997.75,96.95,4135001
580,7201.571429,705.0,68.31428571,4135001
581,7216.625,546.75,52.9125,4135001
582,7228.142857,402.2857143,38.87142857,4135001
583,7236.75,287.625,27.8125,4135001
584,7241.857143,115.7142857,11.15714286,4135001
585,7243.0,0.0,0.0,4135001
586,7243.0,0.0,0.0,4135001
587,7243.0,0.0,0.0,4135001
588,7243.0,0.0,0.0,4135001
589,7243.0,0.0,0.0,4135001
590,7243.0,0.0,0.0,4135001
591,7243.0,0.0,0.0,4135001
592,7243.0,0.0,0.0,4135001
593,7243.0,0.0,0.0,4135001
594,7243.0,0.0,0.0,4135001
595,7243.0,0.0,0.0,4135001
596,7243.0,0.0,0.0,4135001
597,7243.0,0.0,0.0,4135001
598,7243.0,0.0,0.0,4135001
599,7243.0,0.0,0.0,4135001
600,7243.0,0.0,0.0,4135001
601,7243.0,0.0,0.0,4135001
602,7243.0,0.0,0.0,4135001
603,7243.0,0.0,0.0,4135001
604,7243.0,0.0,0.0,4135001
605,7243.0,0.0,0.0,4135001
606,7243.0,0.0,0.0,4135001
607,905.375,0.0,0.0,4135001
608,0.0,0.0,0.0,4135001
609,0.0,0.0,0.0,4135001
610,0.0,0.0,0.0,4135001
611,0.0,0.0,0.0,4135001
612,0.0,0.0,0.0,4135001
613,0.0,0.0,0.0,4135001
614,0.0,0.0,0.0,4135001
615,0.0,0.0,0.0,4135001
616,0.0,0.0,0.0,4135001
617,0.0,0.0,0.0,4135001
618,0.0,0.0,0.0,4135001
619,0.0,0.0,0.0,4135001
620,0.0,0.0,0.0,4135001
621,0.0,0.0,0.0,4135001
622,0.0,0.0,0.0,4135001
623,0.0,0.0,0.0,4135001
624,0.0,0.0,0.0,4135001
625,0.0,0.0,0.0,4135001
626,0.0,0.0,0.0,4135001
627,0.0,0.0,0.0,4135001
628,0.0,0.0,0.0,4135001
629,0.0,0.0,0.0,4135001
630,0.0,0.0,0.0,4135001
631,1.142857143,218.2857143,21.08571429,4135001
632,10.28571429,522.8571429,50.57142857,4135001
633,26.125,830.375,80.6,4135001
634,49.42857143,1107.285714,107.6142857,4135001
635,81.375,1703.75,166.4375,4135001
636,141.8571429,3321.285714,326.2428571,4135001
637,239.875,4229.375,415.4875,4135001
638,342.0,4119.571429,404.4428571,4135001
639,455.125,4966.0,486.925,4135001
640,577.2857143,4475.142857,438.8,4135001
641,653.125,2477.125,242.9125,4135001
642,724.2857143,3656.428571,359.2428571,4135001
643,829.0,4654.125,456.625,4135001
644,953.7142857,5106.428571,500.6,4135001
645,1104.0,6607.125,647.1875,4135001
646,1238.0,5051.571429,495.4285714,4135001
647,1374.0,6613.375,647.3125,4135001
648,1563.857143,11312.28571,1103.528571,4135001
649,1794.571429,7124.571429,697.1714286,4135001
650,1929.75,6499.25,636.2125,4135001
651,2134.857143,7618.285714,744.8,4135001
652,2299.625,7977.5,780.0875,4135001
653,2586.0,13335.14286,1300.171429,4135001
654,2891.25,11865.625,1157.6,4135001
655,3196.142857,12689.14286,1237.528571,4135001
656,3448.5,8427.0,824.45,4135001
657,3639.857143,6847.285714,670.0285714,4135001
658,3821.0,9144.5,893.3625,4135001
659,4094.142857,12538.28571,1222.914286,4135001
660,4392.0,11465.875,1118.65,4135001
661,4685.571429,11313.85714,1104.271429,4135001
662,4940.875,10069.125,983.0375,4135001
663,5157.857143,8017.714286,783.3428571,4135001
664,5349.857143,7148.0,699.6857143,4135001
665,5566.875,10388.625,1015.575,4135001
666,5811.571429,9724.714286,951.0142857,4135001
667,6042.5,8429.375,824.775,4135001
668,6218.285714,6745.571429,660.5428571,4135001
669,6348.625,3916.625,384.375,4135001
670,6460.714286,4687.142857,459.8857143,4135001
671,6544.0,3043.75,298.8,4135001
672,6615.428571,2642.0,259.1,4135001
673,6672.875,2107.0,206.5625,4135001
674,6721.571429,1817.857143,178.1857143,4135001
675,6762.125,1514.875,147.925,4135001
676,6796.142857,1120.857143,108.9714286,4135001
677,6818.375,752.125,72.9375,4135001
678,6833.428571,480.0,46.44285714,4135001
679,6841.714286,273.0,26.35714286,4135001
680,6846.5,112.0,10.825,4135001
681,6848.0,0.0,0.0,4135001
682,6848.0,0.0,0.0,4135001
683,6848.0,0.0,0.0,4135001
684,6848.0,0.0,0.0,4135001
